,Наименование,Категория,Подкатегория,Безопасноcть,Качество,Общий балл,URL
129,Мёд натуральный цветочный фасованный: акациевый «Частная пасека»,Бакалея,Мед,5.000,4.000,3.0580,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-fasovannyy-akatsievyy-chastnaya-paseka/
130,"Мёд натуральный цветочный, монофлорный, фасованный, липовый «Каждый День»",Бакалея,Мед,5.000,5.000,3.0275,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-monoflornyy-fasovannyy-lipovyy-kazhdyy-den/
131,"Мед натуральный цветочный, фасованный «Алтайский горный» «Медовый Дом»",Бакалея,Мед,5.000,4.000,2.6400,https://rskrf.ru/goods/med-naturalnyy-tsvetochnyy-fasovannyy-altayskiy-gornyy-medovyy-dom/
132,Мёд натуральный цветочный «Цвет липы» «Призвание пчеловод»,Бакалея,Мед,5.000,5.000,2.0165,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-tsvet-lipy-prizvanie-pchelovod/
133,Мед натуральный «Просто Азбука»,Бакалея,Мед,5.000,5.000,1.8385,https://rskrf.ru/goods/med-naturalnyy-prosto-azbuka/
134,"Мёд цветочный натуральный, акациевый «ВкусВилл»",Бакалея,Мед,5.000,3.000,1.4700,https://rskrf.ru/goods/myed-tsvetochnyy-naturalnyy-akatsievyy-vkusvill/
135,"Мёд натуральный цветочный, фасованный, каштановый Fine Life",Бакалея,Мед,5.000,4.000,0,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-fasovannyy-kashtanovyy-fine-life/
136,Мёд натуральный цветочный с преобладанием гречишного Globus Vita,Бакалея,Мед,5.000,0.000,0,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-s-preobladaniem-grechishnogo-globus-vita/
137,"Мёд натуральный цветочный, фасованный (разнотравье) «Матушка пчела»",Бакалея,Мед,5.000,5.000,0,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-fasovannyy-raznotrave-matushka-pchela/
138,Мёд натуральный цветочный «Медовая Долина»,Бакалея,Мед,5.000,4.000,0,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-medovaya-dolina/
139,Мёд натуральный цветочный «Первым делом»,Бакалея,Мед,5.000,0.000,0,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-pervym-delom/
140,Мёд натуральный цветочный (разнотравье) «Просто»,Бакалея,Мед,5.000,5.000,0,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-raznotrave-prosto/
141,Мёд натуральный эспарцетовый «Румела»,Бакалея,Мед,5.000,5.000,0,https://rskrf.ru/goods/myed-naturalnyy-espartsetovyy-rumela/
142,Мёд натуральный донниковый «Румела»,Бакалея,Мед,5.000,5.000,0,https://rskrf.ru/goods/myed-naturalnyy-donnikovyy-rumela/
143,Мука блинная «По бабушкиному рецепту»,Бакалея,Мука блинная,5.000,5.000,5.0000,https://rskrf.ru/goods/muka-blinnaya-po-babushkinomu-retseptu/
144,Мука блинная «Пышечка»,Бакалея,Мука блинная,5.000,5.000,4.8600,https://rskrf.ru/goods/muka-blinnaya-pyshechka/
145,Мука блинная из муки пшеничной хлебопекарной высшего сорта «Предпортовая»,Бакалея,Мука блинная,5.000,4.100,4.7480,https://rskrf.ru/goods/muka-blinnaya-iz-muki-pshenichnoy-khlebopekarnoy-vysshego-sorta-predportovaya/
146,"Полуфабрикат мучных изделий, мука блинная «С. Пудовъ»",Бакалея,Мука блинная,5.000,4.100,4.7480,https://rskrf.ru/goods/polufabrikat-muchnykh-izdeliy-muka-blinnaya-s-pudov/
147,"Смесь для блинов, без глютена Garnec",Бакалея,Мука блинная,5.000,4.100,4.4680,https://rskrf.ru/goods/smes-dlya-blinov-bez-glyutena-garnec/
148,"«Русский продукт», концентрат пищевой, полуфабрикат мучного изделия, блины без дрожжей, смесь для выпечки «Печем дома»",Бакалея,Мука блинная,5.000,5.000,4.3600,https://rskrf.ru/goods/russkiy-produkt-kontsentrat-pishchevoy-polufabrikat-muchnogo-izdeliya-bliny-bez-drozhzhey-smes-dlya-/
149,"«Бейкер Вилль», полуфабрикат для приготовления хлебобулочного и мучного кондитерского изделия, смесь мучная, блинчики по-домашнему «Волшебное дерево»",Бакалея,Мука блинная,5.000,4.100,4.2480,https://rskrf.ru/goods/beyker-vill-polufabrikat-dlya-prigotovleniya-khlebobulochnogo-i-muchnogo-konditerskogo-izdeliya-smes/
150,"Смесь мучная, блины «Царские» «Аладушкин»",Бакалея,Мука блинная,5.000,4.100,4.2440,https://rskrf.ru/goods/smes-muchnaya-bliny-tsarskie-aladushkin/
151,Полуфабрикат мучных изделий «Золотое утро»,Бакалея,Мука блинная,5.000,5.000,3.9820,https://rskrf.ru/goods/polufabrikat-muchnykh-izdeliy-zolotoe-utro/
152,Пищевой концентрат; полуфабрикат мучных изделий: мука блинная,Бакалея,Мука блинная,5.000,4.100,3.8700,https://rskrf.ru/goods/pishchevoy-kontsentrat-polufabrikat-muchnykh-izdeliy-muka-blinnaya/
153,Полуфабрикат мучной для блинов и оладий «Классические» Makfa,Бакалея,Мука блинная,5.000,3.200,3.5400,https://rskrf.ru/goods/polufabrikat-muchnoy-dlya-blinov-i-oladiy-klassicheskie-makfa/
154,"Пищевой концентрат, полуфабрикат мучного изделия: мука блинная «Каждый день»",Бакалея,Мука блинная,5.000,3.200,3.4180,https://rskrf.ru/goods/pishchevoy-kontsentrat-polufabrikat-muchnogo-izdeliya-muka-blinnaya-kazhdyy-den/
155,Смесь для приготовления блинов «Домашних особых» из муки второго сорта твердой пшеницы «Мелькомбинат №3»,Бакалея,Мука блинная,5.000,2.300,3.0220,https://rskrf.ru/goods/smes-dlya-prigotovleniya-blinov-domashnikh-osobykh-iz-muki-vtorogo-sorta-tverdoy-pshenitsy-melkombin/
156,Перец черный «Индана»,Бакалея,Перец чёрный молотый,5.000,0,4.8020,https://rskrf.ru/goods/perets-chernyy-indana/
157,Перец черный молотый «Магия востока»,Бакалея,Перец чёрный молотый,5.000,0,4.7120,https://rskrf.ru/goods/perets-chernyy-molotyy-magiya-vostoka/
158, Перец черный молотый Kamis,Бакалея,Перец чёрный молотый,5.000,0,4.7060,https://rskrf.ru/goods/perets-chernyy-molotyy-kamis/
159,Перец черный молотый Cykoria S.A.,Бакалея,Перец чёрный молотый,5.000,0,4.7000,https://rskrf.ru/goods/perets-chernyy-molotyy-cykoria-s-a/
160,Перец черный молотый «Айдиго»,Бакалея,Перец чёрный молотый,5.000,0,4.6880,https://rskrf.ru/goods/perets-chernyy-molotyy-aydigo/
161,"Пряность, перец черный молотый «Волшебное дерево»",Бакалея,Перец чёрный молотый,5.000,0,4.6640,https://rskrf.ru/goods/pryanost-perets-chernyy-molotyy-volshebnoe-derevo/
162,Пряность. черный перец молотый Santa Maria,Бакалея,Перец чёрный молотый,5.000,0,4.6400,https://rskrf.ru/goods/pryanost-chernyy-perets-molotyy-santa-maria/
163,Пряности пищевкусовые молотые: перец чёрный «Вкусвилл»,Бакалея,Перец чёрный молотый,5.000,0,4.5800,https://rskrf.ru/goods/pryanosti-pishchevkusovye-molotye-perets-chyernyy-vkusvill/
164,"Пряность, перец черный молотый «Вкусмастер»",Бакалея,Перец чёрный молотый,5.000,0,4.4600,https://rskrf.ru/goods/pryanost-perets-chernyy-molotyy-vkusmaster/
165,Пряности фасованные: перец черный молотый «Красная цена»,Бакалея,Перец чёрный молотый,5.000,0,4.4560,https://rskrf.ru/goods/pryanosti-fasovannye-perets-chernyy-molotyy-krasnaya-tsena/
166,"Пряность, перец черный молотый «Мастер Дак»",Бакалея,Перец чёрный молотый,5.000,0,4.4260,https://rskrf.ru/goods/pryanost-perets-chernyy-molotyy-master-dak/
167,"Перец черный молотый «То, что надо!»",Бакалея,Перец чёрный молотый,5.000,0,4.4200,https://rskrf.ru/goods/perets-chernyy-molotyy-to-chto-nado-/
168,Перец черный молотый «Трапеза во главе стола»,Бакалея,Перец чёрный молотый,5.000,0,4.4020,https://rskrf.ru/goods/perets-chernyy-molotyy-trapeza-vo-glave-stola/
169,Перец черный молотый,Бакалея,Перец чёрный молотый,5.000,0,4.3940,https://rskrf.ru/goods/perets-chernyy-molotyy/
170,Пряности фасованные: перец черный молотый «Круглый год»,Бакалея,Перец чёрный молотый,5.000,0,4.3300,https://rskrf.ru/goods/pryanosti-fasovannye-perets-chernyy-molotyy-kruglyy-god/
171,Пряности. Перец черный молотый «Роллтон»,Бакалея,Перец чёрный молотый,5.000,0,4.3150,https://rskrf.ru/goods/pryanosti-perets-chernyy-molotyy-rollton/
172,Перец черный молотый «Натрули»,Бакалея,Перец чёрный молотый,5.000,0,4.2980,https://rskrf.ru/goods/perets-chernyy-molotyy-natruli/
173,"Пряности пищевкусовые, перец черный молотый Globus",Бакалея,Перец чёрный молотый,5.000,0,3.6400,https://rskrf.ru/goods/pryanosti-pishchevkusovye-perets-chernyy-molotyy-globus/
174,"Пряности пищевкусовые (молотые), перец черный молотый «Каждый день»",Бакалея,Перец чёрный молотый,5.000,0,2.5000,https://rskrf.ru/goods/pryanosti-pishchevkusovye-molotye-perets-chernyy-molotyy-kazhdyy-den/
175,Перец черный молотый «Кухенвиль»,Бакалея,Перец чёрный молотый,5.000,0,2.5000,https://rskrf.ru/goods/perets-chernyy-molotyy-kukhenvil/
176,Перец чёрный молотый «Добрый гном»,Бакалея,Перец чёрный молотый,5.000,0,2.4000,https://rskrf.ru/goods/perets-chyernyy-molotyy-dobryy-gnom/
177,Перец черный «Магета»,Бакалея,Перец чёрный молотый,0.000,0,2.2120,https://rskrf.ru/goods/perets-chernyy-mageta/
178,Перец черный молотый Kotanyi,Бакалея,Перец чёрный молотый,0.000,0,2.0800,https://rskrf.ru/goods/perets-chernyy-molotyy-kotanyi/
179,Пряность. Перец чёрный молотый Capo Di Gusto,Бакалея,Перец чёрный молотый,0.000,0,2.0020,https://rskrf.ru/goods/pryanost-perets-chyernyy-molotyy-capo-di-gusto/
180,Перец черный молотый «Гранум»,Бакалея,Перец чёрный молотый,0.000,0,1.8580,https://rskrf.ru/goods/perets-chernyy-molotyy-granum/
181,Перец черный молотый «Царская приправа»,Бакалея,Перец чёрный молотый,0.000,0,0.9600,https://rskrf.ru/goods/perets-chernyy-molotyy-tsarskaya-priprava/
182,Перец черный молотый «Восточный гость»,Бакалея,Перец чёрный молотый,0.000,0,0.8760,https://rskrf.ru/goods/perets-chernyy-molotyy-vostochnyy-gost/
183,Перец черный молотый «Бабушкин хуторок»,Бакалея,Перец чёрный молотый,0.000,0,0,https://rskrf.ru/goods/perets-chernyy-molotyy-babushkin-khutorok/
184,Перец черный молотый «Приправыч»,Бакалея,Перец чёрный молотый,0.000,0,0,https://rskrf.ru/goods/perets-chernyy-molotyy-pripravych/
